Match_ID,GameMode
8429336817,22
8429257009,15
8429202702,15
8428686523,15
8428667103,15
8428627726,15
8428610186,15
8428554289,22
8428488467,22
8428222607,15
8428144353,22
8428076462,22
8423677881,22
8423640940,22
8422732219,22
8422473073,22
8422372418,22
8422321668,22
8422314928,22
8420703909,15
8420105362,15
8419952792,22
8419841075,22
8419462782,15
8419435119,15
8419365872,22
8419320323,22
8419280615,22
8419221430,22
8419162394,22
8415239504,15
8408619603,22
8408442360,15
8408389297,22
8408337711,22
8408281839,15
8405482044,22
8405335378,22
8402711100,22
8402659623,22
8402600663,22
8402525006,22
8402469533,22
8402327420,22
8401659825,22
8401623112,15
8401565548,22
8401496316,22
8401433676,22
8401357480,22
8401301606,22
8401247144,22
8401143682,22
8401070778,22
8400993695,22
8400957323,15
8400883825,22
8400836702,22
8400795857,22
8400731217,22
8399941644,15
8399867960,22
8399811831,22
8399702203,22
8399625472,22
8399432873,15
8399371953,22
8399367479,22
8399322130,22
8399270909,15
8398273720,22
8398180371,22
8391728732,22
8391634906,22
8391555483,22
8391426737,22
8391363502,22
8391265160,22
8390518432,15
8390424814,22
8390398896,15
8390341999,22
8390260362,22
8390202990,22
8390086463,22
8390025758,22
8372053851,22
8372002686,22
8371954110,22
8371862680,22
8371808036,22
8371757666,22
8371624284,22
8348541953,22
8348510168,22
8348474989,22
8348353341,22
8348303158,22
8348262593,22
8345976983,15
8345943716,15
8345922493,15
8345543337,22
8345456526,22
8336389436,15
8336317940,22
8333261676,15
8333196063,22
8333142069,22
8331839808,15
8331815149,15
8331776477,15
8331492613,15
8331399378,22
8329677560,22
8329638857,22
8328200049,15
8326513119,22
8326169780,15
8326148973,15
8325654456,22
8325612480,22
8325573241,22
8325121645,22
8323999358,22
8323929620,22
8323853098,22
8323802678,22
8311314487,22
8308930909,22
8308854675,22
8308792918,22
8308038088,22
8307990428,22
8307924525,22
8306011690,22
8305928653,22
8292037885,15
8291971024,22
8289443569,22
8287944239,22
8287871731,22
8287793304,22
8287728933,22
8287647160,22
8287584438,22
8287502281,15
8287468995,15
8287445600,15
8286692608,22
8286630610,22
8285218914,22
8285164301,22
8284935662,22
8282462386,22
8280752493,22
8280654713,22
8280235110,22
8280098801,22
8280042360,22
8279988016,22
8279944765,22
8278680171,22
8278569011,22
8276667196,15
8276617371,22
8276569898,22
8276388537,22
8276311663,22
8268691306,22
8259402401,15
8259349849,22
8259296265,22
8259237485,22
8259186927,22
8257021806,22
8253989003,15
8253967153,22
8253918356,22
8253760932,22
8253717298,22
8253484014,22
8253380718,22
8253306298,22
8253242280,22
8235510770,22
8235414365,22
8235305038,22
8207462081,15
8207256458,22
8205309687,22
8198073100,22
8197994139,22
8197932087,22
8197648899,22
8197480302,22
8195002981,22
8190508150,15
8190449137,22
8190379105,22
8190302601,22
8190215559,22
8189442714,22
8189389135,22
8189316359,22
8189261980,22
8188114723,22
8188074592,22
8187991696,22
8187932189,22
8187866645,22
8187434794,22
8187186318,22
8184527863,22
8184454197,22
8184378428,22
8184314918,22
8163452647,22
8163383467,22
8162341711,15
8162292563,15
8162201082,22
8160749200,22
8157139633,15
8157095886,22
8157042564,22
8156970347,22
8155138265,22
8155023702,22
8154942269,22
8154741310,22
8154644713,22
8154145419,15
8154129142,15
8154104798,22
8154089218,15
8154064226,15
8154026044,22
8153975055,22
8153679795,22
8153609694,22
8152574197,22
8152517271,22
8152449996,22
8152407799,15
8152186964,22
8147313819,22
8147268360,22
8147225054,22
8147164373,22
8146628423,22
8145412403,22
8145355238,22
8145293676,22
8138128297,22
8132251939,22
8132217922,22
8130795235,22
8130744167,22
8130345226,22
8130264464,22
8130198547,22
8126488062,22
8126381221,22
8126323739,22
8126225033,22
8126090556,22
8126006408,22
8125919202,22
8125819032,22
8123102347,22
8123042857,22
8122957801,22
